SoilPh,RelativeHumidity,SoilTemperature,Risk
3.2,24,63,Medium Risk
3.8,21,62,Medium Risk
3.4,26,69,Medium Risk
3.4,24,70,Medium Risk
3.1,23,65,Medium Risk
3.2,21,61,Medium Risk
3.9,25,69,Medium Risk
3.9,23,66,Medium Risk
3.9,28,69,Medium Risk
3.2,25,61,Medium Risk
3.2,24,62,Medium Risk
3.3,25,64,Medium Risk
3.6,28,68,Medium Risk
3.5,24,65,Medium Risk
3.5,22,61,Medium Risk
3.3,26,70,Medium Risk
3.4,26,70,Medium Risk
3.4,29,62,Medium Risk
3.8,26,70,Medium Risk
3.7,22,62,Medium Risk
3.1,27,65,Medium Risk
3.3,21,64,Medium Risk
3.2,27,68,Medium Risk
3,24,64,Medium Risk
3.3,23,60,Medium Risk
3.1,24,70,Medium Risk
3.4,21,61,Medium Risk
3.4,22,65,Medium Risk
3.6,27,66,Medium Risk
3.4,23,68,Medium Risk
3.8,25,70,Medium Risk
3.8,26,61,Medium Risk
3.9,22,67,Medium Risk
3.2,25,67,Medium Risk
3.1,27,66,Medium Risk
3.3,27,67,Medium Risk
3.6,21,66,Medium Risk
3.4,29,67,Medium Risk
3.8,21,62,Medium Risk
3.9,28,65,Medium Risk
3.7,26,68,Medium Risk
3.7,23,60,Medium Risk
3.4,22,61,Medium Risk
3.4,24,69,Medium Risk
3.5,25,70,Medium Risk
3.3,23,66,Medium Risk
3.1,20,64,Medium Risk
3.6,28,65,Medium Risk
3.6,27,65,Medium Risk
3.1,26,65,Medium Risk
3.6,27,66,Medium Risk
3.6,22,67,Medium Risk
3.2,27,63,Medium Risk
3.9,26,62,Medium Risk
3.4,27,69,Medium Risk
3.8,21,64,Medium Risk
3.2,26,60,Medium Risk
3.2,25,68,Medium Risk
3.8,24,70,Medium Risk
3.3,23,63,Medium Risk
3.8,24,68,Medium Risk
3.8,25,61,Medium Risk
3.2,23,69,Medium Risk
3.4,28,64,Medium Risk
3.3,29,70,Medium Risk
3.6,21,63,Medium Risk
3.2,27,66,Medium Risk
3.2,23,67,Medium Risk
3.2,23,66,Medium Risk
3.8,28,62,Medium Risk
3.5,21,68,Medium Risk
3.8,29,61,Medium Risk
3.2,24,63,Medium Risk
3.3,21,69,Medium Risk
3.3,24,61,Medium Risk
3.8,24,61,Medium Risk
3.7,25,68,Medium Risk
3.2,28,69,Medium Risk
3.6,24,69,Medium Risk
3.2,29,69,Medium Risk
3.4,21,62,Medium Risk
3.5,26,62,Medium Risk
3.6,27,64,Medium Risk
3.3,28,69,Medium Risk
3.6,20,66,Medium Risk
3.5,22,61,Medium Risk
3.8,22,70,Medium Risk
3.5,24,69,Medium Risk
3.8,20,67,Medium Risk
3.2,28,62,Medium Risk
3.8,24,63,Medium Risk
3.1,22,63,Medium Risk
3.1,28,69,Medium Risk
3.1,21,64,Medium Risk
3.5,20,60,Medium Risk
3.3,28,65,Medium Risk
3.5,25,67,Medium Risk
3.4,28,62,Medium Risk
3.6,22,68,Medium Risk
3.9,28,70,Medium Risk
3.3,20,66,Medium Risk
3.1,25,65,Medium Risk
3.1,21,64,Medium Risk
3.2,25,61,Medium Risk
3.5,25,65,Medium Risk
3.4,22,68,Medium Risk
3.7,22,62,Medium Risk
3.6,26,69,Medium Risk
3,27,62,Medium Risk
3.2,26,60,Medium Risk
3.3,23,61,Medium Risk
3.9,22,69,Medium Risk
3.9,29,68,Medium Risk
3,20,60,Medium Risk
3.4,25,64,Medium Risk
3.7,23,62,Medium Risk
3.7,24,63,Medium Risk
3.1,24,65,Medium Risk
3.5,24,63,Medium Risk
3.2,21,68,Medium Risk
3.3,26,60,Medium Risk
3.5,28,61,Medium Risk
3.2,24,62,Medium Risk
3.9,22,65,Medium Risk
3.7,27,67,Medium Risk
3.3,21,65,Medium Risk
3.7,27,69,Medium Risk
3.6,24,66,Medium Risk
3.1,27,61,Medium Risk
3.2,22,60,Medium Risk
3.7,21,62,Medium Risk
3,23,65,Medium Risk
3.3,21,69,Medium Risk
3.2,24,67,Medium Risk
3.7,23,63,Medium Risk
3.7,29,64,Medium Risk
3.6,28,67,Medium Risk
3.2,22,61,Medium Risk
3.6,24,61,Medium Risk
3.3,29,62,Medium Risk
3.1,22,67,Medium Risk
3.9,23,65,Medium Risk
3.4,26,70,Medium Risk
3.2,22,67,Medium Risk
3.3,24,67,Medium Risk
3.3,29,61,Medium Risk
3.9,26,68,Medium Risk
3.1,28,60,Medium Risk
3.7,21,62,Medium Risk
3.7,27,70,Medium Risk
3.7,25,67,Medium Risk
3.7,25,64,Medium Risk
3.7,20,65,Medium Risk
3.6,24,68,Medium Risk
3.2,20,66,Medium Risk
3.5,27,63,Medium Risk
3.2,23,60,Medium Risk
3.8,24,63,Medium Risk
3.6,24,66,Medium Risk
3.7,29,61,Medium Risk
3.2,21,70,Medium Risk
3.6,22,65,Medium Risk
3,22,68,Medium Risk
3.6,28,67,Medium Risk
3.8,22,65,Medium Risk
3.7,23,63,Medium Risk
3.9,25,61,Medium Risk
3.1,25,62,Medium Risk
3.3,28,62,Medium Risk
3.8,26,62,Medium Risk
3.6,26,63,Medium Risk
3.9,24,65,Medium Risk
3.6,26,68,Medium Risk
3.7,29,63,Medium Risk
3.8,20,61,Medium Risk
3.3,23,65,Medium Risk
3.5,28,66,Medium Risk
3.7,29,64,Medium Risk
3.3,21,63,Medium Risk
3,21,60,Medium Risk
3,27,66,Medium Risk
3.9,25,67,Medium Risk
3.5,27,66,Medium Risk
3.7,22,67,Medium Risk
3.5,28,65,Medium Risk
3.2,21,63,Medium Risk
3.7,25,61,Medium Risk
3,29,62,Medium Risk
3.8,27,61,Medium Risk
3.3,28,60,Medium Risk
3.2,21,61,Medium Risk
3.4,22,64,Medium Risk
3.3,21,65,Medium Risk
3,27,69,Medium Risk
3.6,23,63,Medium Risk
3.4,21,70,Medium Risk
3.1,22,62,Medium Risk
3.3,24,60,Medium Risk
3.3,28,63,Medium Risk
3.7,29,62,Medium Risk
3,20,63,Medium Risk
3.1,23,68,Medium Risk
3.5,28,66,Medium Risk
3,25,66,Medium Risk
3.1,23,64,Medium Risk
3.8,20,64,Medium Risk
3.1,21,61,Medium Risk
3.5,23,63,Medium Risk
3.2,22,61,Medium Risk
3.3,28,62,Medium Risk
3.3,22,61,Medium Risk
3.3,20,68,Medium Risk
3.1,23,63,Medium Risk
3,23,63,Medium Risk
3.5,29,64,Medium Risk
3.2,24,64,Medium Risk
3.8,21,61,Medium Risk
3.1,29,61,Medium Risk
3.8,27,67,Medium Risk
3,21,67,Medium Risk
3.6,24,67,Medium Risk
3.1,21,60,Medium Risk
3.8,25,63,Medium Risk
3.1,22,70,Medium Risk
3.4,21,61,Medium Risk
3.4,22,64,Medium Risk
3.4,28,68,Medium Risk
3.5,24,65,Medium Risk
3.5,23,68,Medium Risk
3.1,27,70,Medium Risk
3.7,24,66,Medium Risk
3.2,26,61,Medium Risk
3.6,22,61,Medium Risk
3,24,67,Medium Risk
3.2,21,65,Medium Risk
3.2,24,66,Medium Risk
3.8,21,64,Medium Risk
3,22,69,Medium Risk
3.6,25,61,Medium Risk
3.7,29,62,Medium Risk
3.4,24,69,Medium Risk
3.9,29,70,Medium Risk
3.8,22,63,Medium Risk
3.7,25,69,Medium Risk
3,27,66,Medium Risk
3.3,26,60,Medium Risk
3.4,21,65,Medium Risk
3.6,27,70,Medium Risk
3.6,20,63,Medium Risk
3,25,61,Medium Risk
3.4,25,69,Medium Risk
3.8,25,63,Medium Risk
3.3,24,65,Medium Risk
3.1,23,63,Medium Risk
3.3,29,64,Medium Risk
3.3,27,64,Medium Risk
3.7,22,61,Medium Risk
3.9,21,62,Medium Risk
3.2,23,61,Medium Risk
3.8,28,63,Medium Risk
3.4,27,68,Medium Risk
3,25,62,Medium Risk
3.8,26,64,Medium Risk
3.6,29,61,Medium Risk
3.5,21,60,Medium Risk
3.1,26,69,Medium Risk
3.5,26,67,Medium Risk
3.8,24,67,Medium Risk
3.2,26,70,Medium Risk
3.8,25,62,Medium Risk
3.2,26,66,Medium Risk
3.4,21,68,Medium Risk
3.3,21,60,Medium Risk
3.9,27,63,Medium Risk
3.1,28,61,Medium Risk
3.9,22,63,Medium Risk
3.5,26,62,Medium Risk
3.7,22,68,Medium Risk
3.2,25,64,Medium Risk
3.8,23,69,Medium Risk
3.3,22,68,Medium Risk
3.2,21,62,Medium Risk
3.9,21,69,Medium Risk
3.6,24,66,Medium Risk
3.4,27,62,Medium Risk
3.6,21,68,Medium Risk
3.6,23,68,Medium Risk
3.1,26,64,Medium Risk
3.6,22,65,Medium Risk
3.5,26,64,Medium Risk
3.5,20,62,Medium Risk
3.2,26,61,Medium Risk
3.8,29,65,Medium Risk
3.8,25,61,Medium Risk
3.3,23,65,Medium Risk
3.4,21,66,Medium Risk
3.8,25,67,Medium Risk
3.5,28,62,Medium Risk
3.5,23,61,Medium Risk
3.2,23,64,Medium Risk
3.5,28,68,Medium Risk
3.4,25,69,Medium Risk
3.8,25,61,Medium Risk
3.2,23,67,Medium Risk
3.8,29,64,Medium Risk
3.5,26,65,Medium Risk
3.2,23,62,Medium Risk
3.8,25,65,Medium Risk
3,22,61,Medium Risk
3.3,29,62,Medium Risk
3.4,27,66,Medium Risk
3.6,27,63,Medium Risk
3.3,23,69,Medium Risk
3.2,26,70,Medium Risk
3.5,21,68,Medium Risk
3.2,26,70,Medium Risk
3.2,22,69,Medium Risk
3.9,21,64,Medium Risk
3.3,28,67,Medium Risk
3.3,27,64,Medium Risk
3.7,28,67,Medium Risk
3.5,23,66,Medium Risk
3.1,25,69,Medium Risk
3.1,23,61,Medium Risk
3.5,24,61,Medium Risk
3.2,25,62,Medium Risk
3.2,21,67,Medium Risk
3.9,24,69,Medium Risk
3.1,21,62,Medium Risk
3.5,27,62,Medium Risk
3.5,24,64,Medium Risk
3.4,28,65,Medium Risk
3.5,21,64,Medium Risk
3.7,24,66,Medium Risk
3.5,26,61,Medium Risk
3.6,25,68,Medium Risk
3,26,64,Medium Risk
3.4,26,61,Medium Risk
3.6,24,65,Medium Risk
3.7,27,69,Medium Risk
3.3,27,61,Medium Risk
3.9,21,61,Medium Risk
3.2,22,65,Medium Risk
3.7,28,64,Medium Risk
3.2,28,67,Medium Risk
3.4,29,64,Medium Risk
3.6,24,66,Medium Risk
3.4,27,69,Medium Risk
3.8,26,66,Medium Risk
3.7,24,65,Medium Risk
3,20,67,Medium Risk
3.8,22,62,Medium Risk
3.3,26,69,Medium Risk
3.8,28,69,Medium Risk
3,23,66,Medium Risk
3.6,28,64,Medium Risk
3.3,24,61,Medium Risk
3.2,25,65,Medium Risk
3.9,26,68,Medium Risk
3.2,25,68,Medium Risk
3.1,27,64,Medium Risk
3.5,27,63,Medium Risk
3.1,26,69,Medium Risk
3.8,28,61,Medium Risk
3.8,28,61,Medium Risk
3.4,22,66,Medium Risk
3.5,26,60,Medium Risk
3.8,28,64,Medium Risk
3.2,24,63,Medium Risk
3.3,26,60,Medium Risk
3.9,20,68,Medium Risk
3.1,29,66,Medium Risk
3.1,27,69,Medium Risk
3.5,27,67,Medium Risk
3,21,66,Medium Risk
3.6,25,62,Medium Risk
3.1,22,65,Medium Risk
3.4,24,65,Medium Risk
3.5,27,68,Medium Risk
3.5,26,69,Medium Risk
3.3,24,63,Medium Risk
3.7,26,67,Medium Risk
3.8,22,67,Medium Risk
3.3,23,62,Medium Risk
3.7,23,66,Medium Risk
3.9,25,62,Medium Risk
3,21,68,Medium Risk
3.8,21,66,Medium Risk
3.6,26,69,Medium Risk
3.6,28,63,Medium Risk
3.9,27,65,Medium Risk
3,29,68,Medium Risk
3.5,26,70,Medium Risk
3.7,27,68,Medium Risk
3.5,29,64,Medium Risk
3.3,21,66,Medium Risk
3.8,23,62,Medium Risk
3.1,26,66,Medium Risk
3.7,25,70,Medium Risk
3.3,23,63,Medium Risk
3.6,27,61,Medium Risk
3.2,20,68,Medium Risk
3.7,20,67,Medium Risk
3.8,29,67,Medium Risk
3,26,62,Medium Risk
3.8,27,61,Medium Risk
3.5,23,63,Medium Risk
3.7,24,67,Medium Risk
3.4,27,63,Medium Risk
3.7,21,62,Medium Risk
3.5,28,69,Medium Risk
3.6,25,62,Medium Risk
3.7,26,64,Medium Risk
3.5,20,60,Medium Risk
3.9,21,67,Medium Risk
3.4,22,68,Medium Risk
3.2,22,70,Medium Risk
3.4,22,67,Medium Risk
3.4,28,69,Medium Risk
3,29,63,Medium Risk
3.1,28,68,Medium Risk
3.1,27,62,Medium Risk
3.6,24,68,Medium Risk
3.1,27,61,Medium Risk
3.5,27,61,Medium Risk
3.6,23,63,Medium Risk
3.6,24,63,Medium Risk
3.8,24,64,Medium Risk
3.5,26,67,Medium Risk
3.7,26,64,Medium Risk
3.4,26,65,Medium Risk
3.9,22,68,Medium Risk
3.6,24,61,Medium Risk
3.6,23,69,Medium Risk
3.2,20,63,Medium Risk
3.8,29,68,Medium Risk
3,24,66,Medium Risk
3.2,22,67,Medium Risk
3.7,24,61,Medium Risk
3.2,29,65,Medium Risk
3.3,20,65,Medium Risk
3.8,25,68,Medium Risk
3.5,27,69,Medium Risk
3.5,24,62,Medium Risk
3.5,20,64,Medium Risk
3.5,26,67,Medium Risk
3.3,23,70,Medium Risk
3.5,25,65,Medium Risk
3.8,28,65,Medium Risk
3.3,20,61,Medium Risk
3.6,20,64,Medium Risk
3.5,24,60,Medium Risk
3.2,28,68,Medium Risk
3.8,23,67,Medium Risk
3.2,26,69,Medium Risk
3.9,28,64,Medium Risk
3.6,25,61,Medium Risk
3.5,26,69,Medium Risk
3.7,27,70,Medium Risk
3.9,29,62,Medium Risk
3.5,27,64,Medium Risk
3.7,23,62,Medium Risk
3.7,25,61,Medium Risk
3.2,22,68,Medium Risk
3.3,27,66,Medium Risk
3.2,24,60,Medium Risk
3.5,24,70,Medium Risk
3.6,24,66,Medium Risk
3.3,20,68,Medium Risk
3.4,28,68,Medium Risk
3.3,25,63,Medium Risk
3.2,29,64,Medium Risk
3.6,27,66,Medium Risk
3.8,21,64,Medium Risk
3.3,27,64,Medium Risk
3.6,24,61,Medium Risk
3.8,23,63,Medium Risk
3.6,27,63,Medium Risk
3.1,25,62,Medium Risk
3.3,23,69,Medium Risk
3,28,67,Medium Risk
3.7,27,68,Medium Risk
3.7,27,60,Medium Risk
3.6,22,60,Medium Risk
3,22,69,Medium Risk
3.5,27,68,Medium Risk
3.2,28,65,Medium Risk
3.8,28,63,Medium Risk
3.2,28,66,Medium Risk
3.1,23,60,Medium Risk
3.4,24,64,Medium Risk
3.1,28,68,Medium Risk
3.1,23,62,Medium Risk
3.3,25,62,Medium Risk
3.3,28,64,Medium Risk
3.4,26,62,Medium Risk
3.5,25,69,Medium Risk
3,23,61,Medium Risk
3.1,24,64,Medium Risk
3.4,28,60,Medium Risk
3.2,27,68,Medium Risk
3.2,25,68,Medium Risk
3.2,22,67,Medium Risk
3.7,28,65,Medium Risk
3.4,23,61,Medium Risk
3.4,28,65,Medium Risk
3.8,27,62,Medium Risk
3.6,27,60,Medium Risk
3.8,29,66,Medium Risk
3.5,22,61,Medium Risk
3.5,25,70,Medium Risk
3.4,23,61,Medium Risk
3.8,24,66,Medium Risk
3.1,21,63,Medium Risk
3.1,28,66,Medium Risk
3.6,20,67,Medium Risk
3.8,20,67,Medium Risk
3.6,23,66,Medium Risk
3.1,21,67,Medium Risk
3.7,22,66,Medium Risk
3.3,21,69,Medium Risk
3,25,68,Medium Risk
3.2,28,64,Medium Risk
3.4,29,63,Medium Risk
3.5,27,67,Medium Risk
3.8,25,66,Medium Risk
3.7,25,68,Medium Risk
3,24,67,Medium Risk
3.5,22,70,Medium Risk
3.4,25,69,Medium Risk
3.2,23,68,Medium Risk
3.4,29,63,Medium Risk
3.9,27,66,Medium Risk
3.7,23,67,Medium Risk
3.2,21,69,Medium Risk
3.1,22,67,Medium Risk
3.2,26,64,Medium Risk
3.2,26,62,Medium Risk
3.3,27,63,Medium Risk
3,27,68,Medium Risk
3.7,21,63,Medium Risk
3.1,23,66,Medium Risk
3.7,23,63,Medium Risk
3.4,29,66,Medium Risk
3.1,23,70,Medium Risk
3.4,28,66,Medium Risk
3,26,62,Medium Risk
3.5,28,61,Medium Risk
3.8,22,63,Medium Risk
3.7,26,68,Medium Risk
3.6,26,68,Medium Risk
3.8,28,62,Medium Risk
3.6,23,66,Medium Risk
3.4,28,63,Medium Risk
3.2,27,62,Medium Risk
3.6,22,60,Medium Risk
3.2,25,68,Medium Risk
3.3,25,64,Medium Risk
3.5,28,66,Medium Risk
3.8,27,64,Medium Risk
3.1,29,66,Medium Risk
3.4,20,64,Medium Risk
3.7,23,62,Medium Risk
3.1,27,68,Medium Risk
3.2,24,66,Medium Risk
3.9,24,68,Medium Risk
3.3,23,62,Medium Risk
3,22,60,Medium Risk
3.8,29,69,Medium Risk
3.5,22,62,Medium Risk
3.2,25,66,Medium Risk
3.8,26,66,Medium Risk
3.7,20,66,Medium Risk
3.9,28,66,Medium Risk
3.1,29,68,Medium Risk
3.6,27,67,Medium Risk
3.5,24,70,Medium Risk
3.4,26,64,Medium Risk
3.9,22,62,Medium Risk
3.3,28,66,Medium Risk
3.1,22,63,Medium Risk
3.3,25,63,Medium Risk
3.7,28,68,Medium Risk
3.1,25,68,Medium Risk
3.3,26,66,Medium Risk
3.7,25,62,Medium Risk
3.6,28,68,Medium Risk
3.8,25,61,Medium Risk
3.7,24,67,Medium Risk
3.6,23,61,Medium Risk
3.8,26,61,Medium Risk
3,27,66,Medium Risk
3.8,22,63,Medium Risk
3.8,26,65,Medium Risk
3.8,20,67,Medium Risk
3.8,21,60,Medium Risk
3.3,28,65,Medium Risk
3.6,20,66,Medium Risk
3,27,63,Medium Risk
3.8,22,60,Medium Risk
3.8,20,66,Medium Risk
3.2,26,65,Medium Risk
3.3,27,68,Medium Risk
3.2,24,61,Medium Risk
3.2,25,68,Medium Risk
3.7,28,68,Medium Risk
3.6,24,61,Medium Risk
3.6,23,63,Medium Risk
3.5,20,61,Medium Risk
3.5,28,69,Medium Risk
3.8,22,62,Medium Risk
3.3,22,66,Medium Risk
3.7,22,66,Medium Risk
3.1,23,63,Medium Risk
3.6,28,68,Medium Risk
3.7,22,69,Medium Risk
3.5,26,64,Medium Risk
3.3,24,61,Medium Risk
3.1,27,64,Medium Risk
3.5,20,63,Medium Risk
3.6,23,67,Medium Risk
3.8,28,62,Medium Risk
3.2,28,61,Medium Risk
3.2,27,60,Medium Risk
3.6,28,67,Medium Risk
3.4,23,70,Medium Risk
3.3,28,66,Medium Risk
3.2,23,60,Medium Risk
3.7,22,69,Medium Risk
3.7,22,66,Medium Risk
3.8,22,64,Medium Risk
3.4,27,64,Medium Risk
3.9,24,66,Medium Risk
3.6,22,64,Medium Risk
3.3,22,62,Medium Risk
3.8,26,69,Medium Risk
3.4,27,69,Medium Risk
3.7,24,66,Medium Risk
3.1,25,63,Medium Risk
3.2,27,64,Medium Risk
3.2,26,64,Medium Risk
3.2,21,67,Medium Risk
3.1,24,70,Medium Risk
3.4,22,69,Medium Risk
3.1,21,62,Medium Risk
3.3,27,63,Medium Risk
3.3,25,60,Medium Risk
3.3,22,64,Medium Risk
3.5,23,67,Medium Risk
3.6,24,69,Medium Risk
3.5,21,64,Medium Risk
3.3,21,63,Medium Risk
3.1,27,64,Medium Risk
3.2,28,67,Medium Risk
3.2,29,65,Medium Risk
3.3,20,65,Medium Risk
3.8,28,63,Medium Risk
3.2,29,64,Medium Risk
3.1,25,61,Medium Risk
3.1,26,62,Medium Risk
3.4,26,63,Medium Risk
3,29,67,Medium Risk
3.8,27,68,Medium Risk
3.9,22,69,Medium Risk
3.5,24,68,Medium Risk
3.3,23,69,Medium Risk
3.3,23,66,Medium Risk
3.5,20,66,Medium Risk
3.3,26,68,Medium Risk
3.7,25,66,Medium Risk
3.6,23,64,Medium Risk
3.8,24,65,Medium Risk
3.2,23,64,Medium Risk
3.6,26,62,Medium Risk
3.2,27,67,Medium Risk
3.6,24,62,Medium Risk
3.2,22,65,Medium Risk
3.5,22,70,Medium Risk
3.6,23,64,Medium Risk
3.2,25,67,Medium Risk
3.8,27,69,Medium Risk
3.3,26,65,Medium Risk
3.8,22,69,Medium Risk
3.2,28,62,Medium Risk
3.6,20,62,Medium Risk
3.4,20,62,Medium Risk
3.6,24,65,Medium Risk
3.9,29,61,Medium Risk
3.7,20,61,Medium Risk
3.3,24,68,Medium Risk
3.4,20,68,Medium Risk
3.7,28,61,Medium Risk
3.1,27,64,Medium Risk
3.3,29,64,Medium Risk
3.3,20,68,Medium Risk
3.3,23,66,Medium Risk
3.6,29,64,Medium Risk
3.2,27,68,Medium Risk
3.6,29,60,Medium Risk
3.1,25,68,Medium Risk
3.3,28,63,Medium Risk
3.3,28,60,Medium Risk
3.9,27,68,Medium Risk
3,24,63,Medium Risk
3.5,28,64,Medium Risk
3.3,22,68,Medium Risk
3.4,28,69,Medium Risk
3.5,21,64,Medium Risk
3.4,25,63,Medium Risk
3.1,27,63,Medium Risk
3.2,21,63,Medium Risk
3.8,20,67,Medium Risk
3.2,21,66,Medium Risk
3.3,26,61,Medium Risk
3.6,28,66,Medium Risk
3.7,23,64,Medium Risk
3.5,21,65,Medium Risk
3.1,24,66,Medium Risk
3.2,21,64,Medium Risk
3.4,25,67,Medium Risk
3.2,29,63,Medium Risk
3.6,26,62,Medium Risk
3.8,21,67,Medium Risk
3.6,21,65,Medium Risk
3.2,21,66,Medium Risk
3.3,23,70,Medium Risk
3.3,22,66,Medium Risk
3.4,24,64,Medium Risk
3.2,26,68,Medium Risk
3.6,29,68,Medium Risk
3.5,21,62,Medium Risk
3.7,22,61,Medium Risk
3.6,28,70,Medium Risk
3.2,29,66,Medium Risk
3.5,25,65,Medium Risk
3.1,24,66,Medium Risk
3.9,29,61,Medium Risk
3.7,29,64,Medium Risk
3.7,27,65,Medium Risk
3.5,27,68,Medium Risk
3.1,22,61,Medium Risk
3.1,23,68,Medium Risk
3,25,60,Medium Risk
3.6,20,63,Medium Risk
3.1,20,68,Medium Risk
3.5,28,69,Medium Risk
3.5,27,62,Medium Risk
3.8,27,60,Medium Risk
3.1,26,70,Medium Risk
3.3,29,68,Medium Risk
3.7,27,68,Medium Risk
3.5,26,67,Medium Risk
3.3,25,67,Medium Risk
3,23,63,Medium Risk
3.2,25,64,Medium Risk
3.1,21,61,Medium Risk
3.3,26,63,Medium Risk
3,26,69,Medium Risk
3.3,20,68,Medium Risk
3.2,25,63,Medium Risk
3.6,21,63,Medium Risk
3.2,28,63,Medium Risk
3.2,25,70,Medium Risk
3.4,22,66,Medium Risk
3.2,23,69,Medium Risk
3.3,26,69,Medium Risk
3.7,29,65,Medium Risk
3.5,22,64,Medium Risk
3.2,27,63,Medium Risk
3.6,24,62,Medium Risk
3.4,24,69,Medium Risk
3.8,24,62,Medium Risk
3.6,24,69,Medium Risk
3,22,62,Medium Risk
3.9,29,67,Medium Risk
3.7,23,66,Medium Risk
3.8,25,65,Medium Risk
3.9,25,66,Medium Risk
3.6,27,68,Medium Risk
3.8,27,67,Medium Risk
3.1,25,67,Medium Risk
3.7,25,62,Medium Risk
3.3,21,68,Medium Risk
3.3,21,67,Medium Risk
3.1,28,70,Medium Risk
3.5,26,69,Medium Risk
3.1,24,65,Medium Risk
3.4,21,61,Medium Risk
3.6,27,63,Medium Risk
3.6,20,65,Medium Risk
3.4,28,68,Medium Risk
3.5,24,66,Medium Risk
3,22,61,Medium Risk
3.3,26,66,Medium Risk
3.8,25,60,Medium Risk
3.2,21,66,Medium Risk
3.2,26,63,Medium Risk
3.6,26,68,Medium Risk
3.9,25,67,Medium Risk
3.3,23,68,Medium Risk
3.5,23,65,Medium Risk
3.2,29,62,Medium Risk
3,23,61,Medium Risk
3.2,26,64,Medium Risk
3,23,66,Medium Risk
3.9,27,66,Medium Risk
3.8,21,70,Medium Risk
3.9,24,69,Medium Risk
3.7,21,61,Medium Risk
3.3,25,66,Medium Risk
3.8,21,68,Medium Risk
3.6,29,65,Medium Risk
3.9,25,65,Medium Risk
3,28,66,Medium Risk
3.7,20,60,Medium Risk
3.9,28,62,Medium Risk
3.9,25,66,Medium Risk
3.4,28,70,Medium Risk
3.8,22,62,Medium Risk
3.3,27,63,Medium Risk
3.5,28,67,Medium Risk
3.9,27,67,Medium Risk
3.1,22,70,Medium Risk
3.6,23,63,Medium Risk
3.3,21,65,Medium Risk
3,28,67,Medium Risk
3.4,21,66,Medium Risk
3.8,20,65,Medium Risk
3.1,29,66,Medium Risk
3.9,21,70,Medium Risk
3.6,25,64,Medium Risk
3.5,21,66,Medium Risk
3,26,61,Medium Risk
3.2,28,69,Medium Risk
3.1,25,61,Medium Risk
3.7,22,65,Medium Risk
3.4,21,69,Medium Risk
3.5,21,69,Medium Risk
3.1,29,61,Medium Risk
3.4,21,67,Medium Risk
3.7,28,63,Medium Risk
3.3,21,61,Medium Risk
3.5,28,61,Medium Risk
3.3,22,67,Medium Risk
3.3,24,70,Medium Risk
3.9,28,64,Medium Risk
3,22,63,Medium Risk
3.3,25,66,Medium Risk
3.4,21,67,Medium Risk
3.8,20,61,Medium Risk
3.3,28,68,Medium Risk
3,22,62,Medium Risk
3.5,27,62,Medium Risk
3.1,22,66,Medium Risk
3.6,24,65,Medium Risk
3.1,20,65,Medium Risk
3.3,24,63,Medium Risk
3.3,27,64,Medium Risk
3.7,22,68,Medium Risk
3.4,23,65,Medium Risk
3.2,22,61,Medium Risk
3.5,25,63,Medium Risk
3.5,25,66,Medium Risk
3.5,26,69,Medium Risk
3.7,22,68,Medium Risk
3.2,24,64,Medium Risk
3,20,60,Medium Risk
3.4,26,64,Medium Risk
3.1,27,63,Medium Risk
3.8,28,64,Medium Risk
3.4,25,66,Medium Risk
3.5,27,62,Medium Risk
3.5,21,68,Medium Risk
3.6,28,64,Medium Risk
3.2,22,64,Medium Risk
3.3,24,64,Medium Risk
3.6,25,60,Medium Risk
3.4,22,70,Medium Risk
3.6,24,60,Medium Risk
3.2,25,64,Medium Risk
3.9,26,66,Medium Risk
3.5,24,65,Medium Risk
3.1,27,66,Medium Risk
3.3,24,60,Medium Risk
3.6,26,68,Medium Risk
3.7,25,66,Medium Risk
3.9,21,67,Medium Risk
3.6,25,68,Medium Risk
3.4,26,63,Medium Risk
3.6,21,67,Medium Risk
3,28,66,Medium Risk
3,21,69,Medium Risk
3.6,27,69,Medium Risk
3,22,68,Medium Risk
3.1,27,65,Medium Risk
3.2,22,62,Medium Risk
3.8,28,64,Medium Risk
3.4,26,70,Medium Risk
3.5,27,64,Medium Risk
3.2,23,60,Medium Risk
3.3,22,60,Medium Risk
3.5,22,67,Medium Risk
3.5,27,70,Medium Risk
3.1,25,65,Medium Risk
3,28,62,Medium Risk
3.5,28,63,Medium Risk
3.3,29,67,Medium Risk
3.3,28,65,Medium Risk
3.4,28,69,Medium Risk
3,23,61,Medium Risk
3.5,24,61,Medium Risk
3.9,20,65,Medium Risk
3.6,20,63,Medium Risk
3,23,61,Medium Risk
3.6,29,63,Medium Risk
3.3,22,60,Medium Risk
3.9,28,65,Medium Risk
3.4,27,68,Medium Risk
3.7,23,68,Medium Risk
3.6,25,67,Medium Risk
3.4,28,61,Medium Risk
3.4,20,61,Medium Risk
3.6,26,65,Medium Risk
3.1,29,65,Medium Risk
3.5,26,68,Medium Risk
3.7,24,60,Medium Risk
3.8,28,67,Medium Risk
3.6,21,69,Medium Risk
3.6,29,67,Medium Risk
3.1,26,63,Medium Risk
3.7,25,66,Medium Risk
3.5,28,64,Medium Risk
3.9,25,70,Medium Risk
3.4,28,66,Medium Risk
3.8,20,64,Medium Risk
3.5,29,64,Medium Risk
3.4,23,64,Medium Risk
3.9,26,61,Medium Risk
3.6,20,66,Medium Risk
